"Package";"Version";"License";"NeedsCompilation";"recDep";"depLen";"OBSpkg";"File";"OBSVersion"
"EGRETci";"2.0.3";"CC0";"no";"EGRET binom dataRetrieval fields truncnorm foreach httr curl lubridate xml2 readr jsonlite spam maps iterators mime openssl R6 generics Rcpp tibble hms clipr crayon BH dotCall64 pkgconfig rlang vctrs askpass cli ellipsis fansi lifecycle magrittr pillar sys assertthat glue utf8 digest";41;NA;NA;NA
"eGST";"1.0.0";"GPL-3";"no";"purrr mvtnorm matrixStats magrittr rlang";5;"R-eGST";"eGST_1.0.0.tar.gz";"1.0.0"
"eha";"2.8.1";"GPL (>= 2)";"yes";"";0;"R-eha";"eha_2.8.1.tar.gz";"2.8.1"
"ehaGoF";"0.1.0";"GPL-2";"no";"";0;"R-ehaGoF";"ehaGoF_0.1.0.tar.gz";"0.1.0"
"ehelp";"1.2";"GPL (>= 2)";"no";"";0;"R-ehelp";"ehelp_1.2.tar.gz";"1.2"
"eHOF";"1.9";"GPL (>= 2)";"no";"";0;NA;NA;NA
"EHR";"0.1-3";"GPL (>= 3)";"no";"logistf mice broom dplyr tidyr Rcpp backports generics purrr reshape2 stringr tibble ellipsis glue lifecycle magrittr R6 rlang tidyselect vctrs stringi plyr cli crayon fansi pillar pkgconfig digest assertthat utf8";30;NA;NA;NA
"EHRtemporalVariability";"1.1.1";"Apache License 2.0 | file LICENSE";"no";"dplyr plotly zoo xts lubridate RColorBrewer viridis scales ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs Rcpp ggplot2 httr jsonlite digest viridisLite base64enc htmltools htmlwidgets tidyr hexbin lazyeval crosstalk purrr data.table promises farver labeling munsell gridExtra gtable isoband withr yaml curl mime openssl colorspace later cli crayon fansi pillar pkgconfig stringi assertthat testthat BH askpass utf8 sys evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";71;NA;NA;NA
"ei";"1.3-3";"GPL (>= 2)";"no";"eiPack mvtnorm msm tmvtnorm ellipse plotrix ucminf cubature mnormt foreach sp Rcpp coda iterators tmvnsim expm gmm sandwich zoo";19;NA;NA;NA
"eia";"0.3.6";"MIT + file LICENSE";"no";"tibble magrittr httr jsonlite dplyr purrr memoise lubridate readxl ellipsis generics glue lifecycle R6 rlang tidyselect vctrs curl mime openssl Rcpp digest cellranger progress cli crayon fansi pillar pkgconfig rematch assertthat askpass utf8 hms prettyunits sys";36;NA;NA;NA
"EIAdata";"0.1.1";"GPL-2";"no";"XML xts zoo";3;NA;NA;NA
"eicm";"1.0.0";"GPL (>= 2)";"yes";"GA snow doSNOW iterators pso ucminf foreach cli crayon Rcpp RcppArmadillo assertthat glue fansi";14;NA;NA;NA
"eigeninv";"2011.8-1";"GPL (>= 2)";"no";"";0;"R-eigeninv";"eigeninv_2011.8-1.tar.gz";"2011.8-1"
"eigenmodel";"1.11";"GPL-2";"no";"";0;"R-eigenmodel";"eigenmodel_1.11.tar.gz";"1.11"
"eigenprcomp";"1.0";"GPL-2";"no";"";0;"R-eigenprcomp";"eigenprcomp_1.0.tar.gz";"1.0"
"eikosograms";"0.1.1";"GPL-3";"no";"plyr Rcpp";2;"R-eikosograms";"eikosograms_0.1.1.tar.gz";"0.1.1"
"EILA";"0.1-2";"GPL (>= 2)";"no";"quantreg SparseM MatrixModels";3;NA;NA;NA
"eimpute";"0.1.1";"GPL-3 | file LICENSE";"yes";"Rcpp RcppEigen";2;NA;NA;NA
"einet";"0.1.0";"MIT + file LICENSE";"no";"assertthat igraph magrittr shiny entropy pkgconfig httpuv mime jsonlite xtable digest htmltools R6 sourcetools later promises crayon rlang fastmap Rcpp BH";21;NA;NA;NA
"eiPack";"0.2-1";"GPL (>= 2) | file LICENSE";"yes";"coda msm mvtnorm expm";4;NA;NA;NA
"eive";"2.3";"GPL";"yes";"Rcpp";1;"R-eive";"eive_2.3.tar.gz";"2.3"
"eivtools";"0.1-8";"GPL (>= 2) | file LICENSE";"no";"R2jags rjags abind coda R2WinBUGS";5;NA;NA;NA
"eiwild";"0.6.7";"GPL-3";"yes";"gtools coda";2;"R-eiwild";"eiwild_0.6.7.tar.gz";"0.6.7"
"EIX";"1.1";"GPL-2";"no";"ggplot2 data.table purrr xgboost DALEX ggrepel ggiraphExtra iBreakDown tidyr scales ingredients ggiraph reshape2 plyr mycor ppcor sjlabelled sjmisc stringr webshot dplyr magrittr ggforce ztable RColorBrewer digest glue gtable isoband rlang tibble withr Rcpp farver labeling lifecycle munsell R6 viridisLite ellipsis stringi tidyselect vctrs generics tweenr polyclip RcppEigen htmlwidgets xml2 htmltools gdtools uuid gridExtra testthat colorspace insight cli crayon fansi pillar pkgconfig jsonlite callr flextable officer moonBook processx assertthat rmarkdown knitr base64enc systemfonts yaml nortest zip utf8 evaluate pkgload praise highr markdown xfun desc pkgbuild rprojroot rstudioapi ps mime tinytex prettyunits backports";91;NA;NA;NA
"eixport";"0.4.6";"MIT + file LICENSE";"no";"sf ncdf4 raster sp cptcity tidyr silicate sfheaders Rcpp classInt DBI magrittr units dplyr gibble purrr rlang decido tibble unjoin gridBase crsmeta ellipsis glue stringi tidyselect vctrs lifecycle e1071 generics R6 cli crayon fansi pillar pkgconfig digest assertthat utf8";39;NA;NA;NA
"EKMCMC";"0.1.0";"GPL-3";"no";"numDeriv";1;"R-EKMCMC";"EKMCMC_0.1.0.tar.gz";"0.1.0"
"EL";"1.0";"GPL (>= 2)";"yes";"";0;"R-EL";"EL_1.0.tar.gz";"1.0"
"EL2Surv";"1.1";"GPL (>= 2)";"no";"";0;"R-EL2Surv";"EL2Surv_1.1.tar.gz";"1.1"
"elaborator";"1.0";"GPL-3";"no";"seriation shiny V8 dplyr purrr rlang tidyr forcats RColorBrewer bsplus dendextend haven plotly reshape2 shape shinyBS shinyWidgets shinycssloaders shinydashboard shinyjs gclus htmltools magrittr lubridate stringr rmarkdown glue ggplot2 viridis ellipsis generics lifecycle R6 tibble tidyselect vctrs hms Rcpp readr scales httr jsonlite digest viridisLite base64enc htmlwidgets hexbin lazyeval crosstalk data.table promises plyr TSP qap colorspace gplots registry httpuv mime xtable sourcetools later crayon fastmap stringi curl gtable isoband withr gtools gdata caTools pkgconfig yaml BH openssl clipr knitr evaluate tinytex xfun farver labeling munsell cli fansi pillar foreach gridExtra bitops assertthat iterators testthat highr markdown askpass utf8 sys pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";109;NA;NA;NA
"elasso";"1.1";"GPL-2";"no";"glmnet SiZer foreach shape iterators";5;NA;NA;NA
"elastic";"1.1.0";"MIT + file LICENSE";"no";"curl crul jsonlite R6 urltools httpcode mime Rcpp triebeard";9;NA;NA;NA
"elasticIsing";"0.2";"GPL-2";"no";"magrittr glmnet reshape2 cvTools qgraph robustbase foreach shape Rcpp psych lavaan plyr Hmisc igraph jpeg png colorspace corpcor ggplot2 glasso huge fdrtool d3Network gtools BDgraph pbapply abind dplyr tidygraph ggraph stringr rjson whisker ellipsis generics glue lifecycle R6 rlang tibble tidyselect vctrs iterators digest gtable isoband scales withr ggforce ggrepel viridis graphlayouts Formula latticeExtra acepack gridExtra data.table htmlTable htmltools base64enc RcppEigen pkgconfig mnormt pbivnorm numDeriv DEoptimR stringi tidyr pillar tweenr polyclip RcppArmadillo knitr checkmate htmlwidgets rstudioapi testthat RColorBrewer tmvnsim cli crayon fansi utf8 farver labeling munsell viridisLite purrr backports assertthat jsonlite yaml evaluate highr markdown xfun pkgload praise mime desc pkgbuild rprojroot callr prettyunits processx ps";106;NA;NA;NA
"elasticnet";"1.3";"GPL (>= 2)";"no";"lars";1;"R-elasticnet";"elasticnet_1.1.1.tar.gz";"1.1.1"
"elasticsearchr";"0.3.1";"Apache License 2.0";"no";"httr jsonlite dplyr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs curl mime openssl askpass cli crayon fansi pillar pkgconfig purrr digest sys assertthat utf8";27;NA;NA;NA
"elec";"0.1.2.1";"GPL (>= 2)";"no";"";0;"R-elec";"elec_0.1.2.1.tar.gz";"0.1.2.1"
"elec.strat";"0.1.1";"GPL (>= 2)";"yes";"elec";1;"R-elec.strat";"elec.strat_0.1.1.tar.gz";"0.1.1"
"EleChemr";"1.1.0";"GPL-3";"no";"ggplot2 digest glue gtable isoband rlang scales tibble withr Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";41;NA;NA;NA
"elect";"1.2";"GPL-2";"no";"msm mvtnorm expm";3;NA;NA;NA
"elections";"1.0";"GPL (>= 2)";"no";"";0;"R-elections";"elections_1.0.tar.gz";"1.0"
"electionsBR";"0.3.1";"GPL (>= 2)";"no";"magrittr dplyr data.table haven readr ellipsis generics glue lifecycle R6 rlang tibble tidyselect vctrs forcats hms Rcpp clipr crayon BH pkgconfig cli fansi pillar purrr digest assertthat utf8";28;NA;NA;NA
"electivity";"1.0.2";"MIT + file LICENSE";"no";"";0;"R-electivity";"electivity_1.0.2.tar.gz";"1.0.2"
"electoral";"0.1.2";"GPL-3";"no";"dplyr ineq tibble ellipsis generics glue lifecycle magrittr R6 rlang tidyselect vctrs cli crayon fansi pillar pkgconfig assertthat utf8 purrr digest";21;NA;NA;NA
"elementR";"1.3.6";"GPL (>= 2)";"no";"gdata shiny devtools shinyjs gnumeric R6 shinydashboard abind stringr lmtest tcltk2 reader readODS readxl EnvStats outliers zoo colourpicker httpuv ggplot2 htmltools htmlwidgets jsonlite miniUI usethis callr cli covr crayon desc digest DT ellipsis glue git2r httr memoise pkgbuild pkgload rcmdcheck remotes rlang roxygen2 rstudioapi rversions sessioninfo testthat withr nortest gtools XML Rcpp promises later BH NCmisc xml2 cellranger readr stringi tibble progress mime xtable sourcetools fastmap magrittr processx rematch assertthat fansi rex yaml rprojroot crosstalk gtable isoband scales curl openssl proftools prettyunits hms xopen clipr brew commonmark knitr purrr evaluate praise lifecycle pillar pkgconfig vctrs fs gh rematch2 whisker lazyeval ini highr markdown xfun askpass utf8 ps backports farver labeling munsell RColorBrewer viridisLite sys colorspace";115;NA;NA;NA
"elevatr";"0.2.0";"CC0";"no";"sp raster httr jsonlite progress sf curl mime openssl R6 hms prettyunits crayon Rcpp classInt DBI magrittr units e1071 pkgconfig rlang vctrs askpass sys ellipsis digest glue";27;NA;NA;NA
"elexr";"1.0";"MIT + file LICENSE";"no";"";0;"R-elexr";"elexr_1.0.tar.gz";"1.0"
"elfDistr";"1.0.0";"MIT + file LICENSE";"yes";"Rcpp";1;"R-elfDistr";"elfDistr_1.0.0.tar.gz";"1.0.0"
"elhmc";"1.1.0";"GPL-2";"no";"emplik plyr quantreg Rcpp SparseM MatrixModels";6;NA;NA;NA
"ELISAtools";"0.1.0";"MIT + file LICENSE";"no";"R2HTML stringi minpack.lm";3;"R-ELISAtools";"ELISAtools_0.1.0.tar.gz";"0.1.0"
"elitism";"1.0.4";"GPL-3";"no";"";0;"R-elitism";"elitism_1.0.4.tar.gz";"1.0.4"
"elliplot";"1.2.0";"MIT + file LICENSE";"no";"";0;"R-elliplot";"elliplot_1.2.0.tar.gz";"1.2.0"
"ellipse";"0.4.2";"GPL (>= 2)";"no";"";0;"R-ellipse";"ellipse_0.4.1.tar.gz";"0.4.1"
"ellipsis";"0.3.1";"GPL-3";"yes";"rlang";1;"R-ellipsis";"ellipsis_0.3.0.tar.gz";"0.3.0"
"elliptic";"1.4-0";"GPL-2";"no";"";0;"R-elliptic";"elliptic_1.4-0.tar.gz";"1.4-0"
"elmNNRcpp";"1.0.1";"GPL (>= 2)";"yes";"KernelKnn Rcpp RcppArmadillo";3;NA;NA;NA
"ELMR";"1.0";"GPL-2 | GPL-3";"no";"";0;"R-ELMR";"ELMR_1.0.tar.gz";"1.0"
"ELMSO";"1.0.1";"GPL-3";"no";"";0;"R-ELMSO";"ELMSO_1.0.1.tar.gz";"1.0.1"
"elo";"2.1.1";"GPL (>= 2)";"yes";"Rcpp pROC plyr";3;NA;NA;NA
"EloChoice";"0.29.4";"GPL (>= 3)";"yes";"Rcpp psychotools Rdpack RcppArmadillo bibtex gbRd stringr glue magrittr stringi";10;NA;NA;NA
"EloOptimized";"0.3.0";"GPL-3";"no";"dplyr reshape2 BAMMtools rlist magrittr lubridate rlang ape Rcpp gplots ellipsis generics glue lifecycle R6 tibble tidyselect vctrs plyr stringr yaml jsonlite XML data.table gtools gdata caTools stringi cli crayon fansi pillar pkgconfig purrr digest bitops assertthat utf8";38;NA;NA;NA
"EloRating";"0.46.11";"GPL (>= 2)";"yes";"zoo sna network Rcpp Rdpack RcppArmadillo tibble magrittr bibtex gbRd statnet.common stringr coda cli crayon ellipsis fansi lifecycle pillar pkgconfig rlang vctrs assertthat glue utf8 stringi digest";27;NA;NA;NA
"elsa";"1.1-28";"GPL (>= 3)";"yes";"sp raster Rcpp";3;NA;NA;NA
"ElstonStewart";"1.1";"GPL (>= 2)";"no";"kinship2 digest quadprog";3;"R-ElstonStewart";"ElstonStewart_1.1.tar.gz";"1.1"
"ELT";"1.6";"GPL (>= 2)";"no";"locfit latticeExtra xlsx png jpeg RColorBrewer rJava xlsxjars";8;NA;NA;NA
"ELYP";"0.7-5";"GPL (>= 2)";"yes";"";0;"R-ELYP";"ELYP_0.7-5.tar.gz";"0.7-5"
"EM.Fuzzy";"1.0";"LGPL (>= 3)";"no";"FuzzyNumbers DISTRIB";2;"R-EM.Fuzzy";"EM.Fuzzy_1.0.tar.gz";"1.0"
"EMA";"1.4.7";"GPL-3";"no";"siggenes affy multtest xtable gcrma heatmap.plus biomaRt GSA FactoMineR AnnotationDbi Biobase car ellipse flashClust leaps scatterplot3d ggplot2 ggrepel carData abind pbkrtest quantreg maptools rio lme4 digest glue gtable isoband rlang scales tibble withr Rcpp testthat minqa nloptr statmod RcppEigen sp magrittr SparseM MatrixModels haven curl data.table readxl openxlsx farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat forcats hms readr tidyselect colorspace zip stringi utf8 cellranger progress evaluate pkgload praise rematch desc pkgbuild rprojroot rstudioapi prettyunits clipr BH purrr callr backports processx ps";89;NA;NA;NA
"EMAtools";"0.1.3";"MIT + file LICENSE";"no";"DataCombine ggplot2 lmerTest sjstats data.table dplyr digest glue gtable isoband rlang scales tibble withr lme4 numDeriv bayestestR broom effectsize emmeans insight magrittr modelr parameters performance purrr sjlabelled sjmisc tidyr backports generics reshape2 stringr ellipsis lifecycle R6 tidyselect vctrs estimability plyr mvtnorm xtable Rcpp testthat minqa nloptr statmod RcppEigen farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig stringi assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";73;NA;NA;NA
"emayili";"0.4.0";"GPL-3";"no";"base64enc curl glue httr magrittr mime stringi jsonlite openssl R6 askpass sys";12;NA;NA;NA
"emba";"0.1.4";"MIT + file LICENSE";"no";"purrr rje igraph visNetwork Ckmeans.1d.dp magrittr usefun readr Rcpp Rdpack pkgconfig rlang tibble hms R6 clipr crayon BH knitr dplyr htmlwidgets htmltools jsonlite ellipsis generics glue lifecycle tidyselect vctrs digest yaml evaluate highr markdown stringr xfun bibtex gbRd cli fansi pillar assertthat mime utf8 stringi";45;NA;NA;NA
"EMbC";"2.0.3";"GPL-3 | file LICENSE";"yes";"Rcpp sp RColorBrewer mnormt maptools RcppArmadillo tmvnsim";7;"R-EMbC";"EMbC_2.0.3.tar.gz";"2.0.3"
"embed";"0.1.0";"GPL-2";"no";"recipes rstanarm keras dplyr purrr rlang generics tidyr tibble lme4 tensorflow uwot withr rsample ellipsis glue lifecycle magrittr R6 tidyselect vctrs reticulate tfruns zeallot minqa nloptr statmod Rcpp RcppEigen gower ipred lubridate timeDate furrr bayesplot ggplot2 loo rstan rstantools shinystan RcppParallel StanHeaders BH config jsonlite processx yaml rstudioapi cli crayon fansi pillar pkgconfig stringi FNN RSpectra RcppAnnoy irlba RcppProgress dqrng ggridges reshape2 assertthat sitmo future globals digest gtable isoband scales prodlim checkmate matrixStats utf8 ps rappdirs inline gridExtra pkgbuild desc shiny colourpicker DT dygraphs gtools markdown rsconnect shinyjs shinythemes threejs xtable xts base64enc whisker backports htmltools htmlwidgets miniUI rprojroot crosstalk promises zoo listenv plyr testthat xfun mime callr prettyunits lava stringr curl openssl packrat farver labeling munsell RColorBrewer viridisLite httpuv sourcetools later fastmap igraph lazyeval numDeriv SQUAREM colorspace askpass evaluate pkgload praise sys";133;NA;NA;NA
"EmbedSOM";"2.1.1";"GPL (>= 3)";"yes";"FNN ggplot2 igraph Rtsne umap uwot digest glue gtable isoband rlang scales tibble withr magrittr pkgconfig Rcpp openssl reticulate RSpectra RcppAnnoy irlba RcppProgress dqrng BH sitmo testthat askpass jsonlite rappdirs RcppEigen farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar vctrs sys assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";60;NA;NA;NA
"embryogrowth";"7.6";"GPL-2";"no";"deSolve optimx numDeriv HelpersMG lme4 coda minqa nloptr statmod Rcpp RcppEigen";11;NA;NA;NA
"EMC";"1.3";"GPL (>= 2)";"yes";"mvtnorm";1;"R-EMC";"EMC_1.3.tar.gz";"1.3"
"EMCluster";"0.2-12";"Mozilla Public License 2.0";"yes";"";0;"R-EMCluster";"EMCluster_0.2-12.tar.gz";"0.2-12"
"EMD";"1.5.8";"GPL (>= 3)";"yes";"fields locfit spam maps dotCall64";5;NA;NA;NA
"emdbook";"1.3.12";"GPL";"no";"plyr coda bbmle numDeriv bdsmatrix mvtnorm Rcpp";7;NA;NA;NA
"emdi";"1.1.7";"GPL-2";"no";"moments ggplot2 MuMIn gridExtra openxlsx reshape2 parallelMap HLMdiag rgeos maptools readODS digest glue gtable isoband rlang scales tibble withr plyr RLRsim Rcpp RcppArmadillo sp zip stringi BBmisc checkmate xml2 cellranger readr stringr rematch backports testthat hms R6 clipr crayon BH lme4 farver labeling lifecycle munsell RColorBrewer viridisLite magrittr cli ellipsis fansi pillar pkgconfig vctrs assertthat minqa nloptr statmod RcppEigen colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits processx ps";72;NA;NA;NA
"emdist";"0.3-1";"MIT";"yes";"";0;"R-emdist";"emdist_0.3-1.tar.gz";"0.3-1"
"emg";"1.0.8";"GPL-2 | file LICENSE";"no";"moments";1;"R-emg";"emg_1.0.8.tar.gz";"1.0.8"
"emhawkes";"0.9.0";"GPL (>= 2)";"no";"maxLik miscTools sandwich digest zoo";5;NA;NA;NA
"emIRT";"0.0.11";"GPL (>= 3)";"yes";"pscl Rcpp RcppArmadillo";3;"R-emIRT";"emIRT_0.0.11.tar.gz";"0.0.11"
"EmissV";"0.665.2.1";"MIT + file LICENSE";"no";"ncdf4 units raster sp sf data.table Rcpp classInt DBI magrittr e1071";11;NA;NA;NA
"EmiStatR";"1.2.2.0";"GPL (>= 3)";"no";"xts zoo foreach doParallel iterators";5;NA;NA;NA
"EML";"2.0.2";"MIT + file LICENSE";"no";"xml2 digest emld jqr jsonlite uuid rmarkdown dplyr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs jsonld yaml lazyeval knitr htmltools evaluate base64enc mime tinytex xfun stringr Rcpp V8 curl highr markdown stringi cli crayon fansi pillar pkgconfig purrr assertthat utf8";43;NA;NA;NA
"emld";"0.4.0";"MIT + file LICENSE";"no";"xml2 jsonlite jsonld yaml V8 curl Rcpp";7;NA;NA;NA
"eMLEloglin";"1.0.1";"GPL (>= 2)";"no";"lpSolveAPI";1;NA;NA;NA
"emma";"0.1-0";"GPL (>= 2)";"no";"earth clusterSim ade4 e1071 rgl R2HTML Formula plotmo TeachingDemos pixmap sp plotrix htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest Rcpp rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";48;NA;NA;NA
"EMMAgeo";"0.9.7";"GPL-3";"no";"GPArotation limSolve caTools shiny matrixStats bitops quadprog lpSolve httpuv mime jsonlite xtable digest htmltools R6 sourcetools later promises crayon rlang fastmap Rcpp BH magrittr";24;NA;NA;NA
"emme2";"0.9";"GPL";"no";"reshape plyr Rcpp";3;NA;NA;NA
"emmeans";"1.4.7";"GPL-2 | GPL-3";"no";"estimability numDeriv plyr mvtnorm xtable Rcpp";6;"R-emmeans";"emmeans_1.4.6.tar.gz";"1.4.6"
"EMMIXgene";"0.1.3";"GPL (>= 3)";"yes";"Rcpp mclust reshape ggplot2 scales RcppArmadillo BH digest glue gtable isoband rlang tibble withr plyr farver labeling lifecycle munsell R6 RColorBrewer viridisLite testthat colorspace cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";46;NA;NA;NA
"EMMIXmfa";"2.0.11";"GPL (>= 2)";"yes";"";0;"R-EMMIXmfa";"EMMIXmfa_2.0.11.tar.gz";"2.0.11"
"EMMIXskew";"1.0.3";"GPL";"yes";"mvtnorm";1;"R-EMMIXskew";"EMMIXskew_1.0.3.tar.gz";"1.0.3"
"EMMLi";"0.0.3";"MIT + file LICENSE";"no";"";0;"R-EMMLi";"EMMLi_0.0.3.tar.gz";"0.0.3"
"EMMREML";"3.1";"GPL-2";"no";"";0;"R-EMMREML";"EMMREML_3.1.tar.gz";"3.1"
"emoa";"0.5-0.1";"GPL-2";"yes";"";0;"R-emoa";"emoa_0.5-0.1.tar.gz";"0.5-0.1"
"emojifont";"0.5.3";"Artistic-2.0";"no";"ggplot2 proto showtext sysfonts digest glue gtable isoband rlang scales tibble withr showtextdb Rcpp testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";45;NA;NA;NA
